take flight	baiango-idiom	出奔；逃走；逃跑		idiom	
take for	wec-phrasal+moby-pos	认为, 以为\n[法] 当作, 误认为		phrasal	
take in	wec-phrasal+moby-pos	接受, 接待, 吸收, 改小, 理解, 注意到, 包括, 轻信, 欺骗, 观看, 拘留\n[法] 收容, 了解, 接受		phrasal	
take it	wec-phrasal	猜想，以为，断定		phrasal	
take off	wec-phrasal+moby-pos	拿掉, 取消, 脱下, 领走, 减去, 复制, 起飞, 离开, 岔开\n[经] 取消		phrasal	
take on	wec-phrasal+moby-pos	呈现, 具有, 雇用, 接纳, 承担, 同...较量, 流行, 盛气凌人		phrasal	
take out	wec-phrasal+moby-pos	拿出, 取出, 去掉, 扣除, 发泄, 抵充, 取得, 出发\n[化] 取出		phrasal	
take over	wec-phrasal+moby-pos	接收, 接管\n[法] 接管, 接受, 让受		phrasal	
take to	wec-phrasal+moby-pos	开始, 喜欢, 沉溺于, 走向		phrasal	
take up	wec-phrasal+moby-pos	拿起, 开始从事, 继续, 接纳, 吸收, 占据, 拘捕, 承兑, 认购, 绷紧\n[经] 付清, 承兑(汇票), 认购(债券等)		phrasal	
take up with	wec-phrasal	与...亲密交往, 致力于\n[法] 忍受, 接受, 采用		phrasal	
talk away	wec-phrasal	不断地谈, 在谈话中度过		phrasal	
talk back	wec-phrasal+moby-pos	顶嘴, 反驳		phrasal	
talk down	wec-phrasal+moby-pos	大声说话盖住（某人）, 不给（某人）说话机会; 以高人一等的口气对 ... 讲话		phrasal	
talk into	wec-phrasal+moby-pos	说服（某人）做（某事）		phrasal	
talk out	wec-phrasal+moby-pos	把...谈透, 通过商谈消除分歧, 响亮地说		phrasal	
talk out of	wec-phrasal	劝服（某人）不做（某事）		phrasal	
talk over	wec-phrasal	商量, 讨论, 说服\n[法] 以口才使改变立场, 商量, 讨论		phrasal	
talk round	wec-phrasal+moby-pos	说服, 兜圈子谈		phrasal	
talk to	wec-phrasal	同（某人）谈话; 责骂		phrasal	
talk up	wec-phrasal	大声讲, 大胆讲, 赞扬		phrasal	
tally up	wec-phrasal	[计] 加1		phrasal	
tangle with	wec-phrasal	v. 吵架, 争论		phrasal	
tank up	wec-phrasal+moby-pos	(给...)灌满一油箱的油, 喝大量的酒		phrasal	
tap into	wec-phrasal	利用, 开发		phrasal	
tap out	wec-phrasal	敲出		phrasal	
taper off	wec-phrasal	使一头逐渐变细, 逐渐停止\n[法] 逐渐衰亡, 逐渐消失, 逐渐减少		phrasal	
tart up	wec-phrasal+moby-pos	使增加香味或兴趣		phrasal	
team up	wec-phrasal	合作, 协作		phrasal	
tear apart	wec-phrasal	扯开; 把…弄乱; 使心碎; 把…痛苦地分开		phrasal	
tear at	wec-phrasal	撕扯		phrasal	
tear away	wec-phrasal+moby-pos	勉强使离开; 硬行拉走		phrasal	
tear down	wec-phrasal+moby-pos	扯下, 拆卸, 逐条驳斥, 诋毁		phrasal	
tear into	wec-phrasal+moby-pos	洞穿, 猛攻		phrasal	
tear off	wec-phrasal+moby-pos	扯掉, 跑掉, 匆匆写成		phrasal	
tear up	wec-phrasal	撕成碎片; 挖开（地面等）; 撕掉; 撕毁		phrasal	
tease out	wec-phrasal	哄取：通过或好象通过用锋利的工具或装置解开或放出而得到		phrasal	
tee off	wec-phrasal+moby-pos	发球, 开始		phrasal	
tee off on	wec-phrasal	猛烈抨击, 责备		phrasal	
tee up	wec-phrasal	把球置于球座上, 安排		phrasal	
teem with	wec-phrasal	充满		phrasal	
tell apart	wec-phrasal+moby-pos	分辨		phrasal	
tell of	wec-phrasal	讲述		phrasal	
tell off	wec-phrasal+moby-pos	分派出, 责备		phrasal	
tell on	wec-phrasal	告发; 产生（坏的）影响		phrasal	
tense up	wec-phrasal	紧张		phrasal	
the early bird catches the worm	baiango-idiom	捷足先登;先下手为强		idiom	
the last straw	baiango-idiom	终于使人无法忍受的最后一击, 导火线		idiom	
the plot thickens	baiango-idiom	问题变得复杂了,情节复杂化了		idiom	
think back	wec-phrasal	回想		phrasal	
think out	wec-phrasal+moby-pos	彻底思考, 设计出		phrasal	
think over	wec-phrasal+moby-pos	仔细考虑		phrasal	
think through	wec-phrasal	彻底地全面考虑		phrasal	
think up	wec-phrasal+moby-pos	想出, 发明		phrasal	
thirst for	wec-phrasal	渴望, 热望		phrasal	
thrash out	wec-phrasal+moby-pos	研究解决		phrasal	
thrive on	wec-phrasal	靠吃…而繁衍兴旺		phrasal	
through thick and thin	baiango-idiom	不畏艰险		idiom	
throw aside	wec-phrasal	扔到一边,丢弃		phrasal	
throw away	wec-phrasal	丢弃		phrasal	
throw back	wec-phrasal	扔回, 阻止, 被迫依靠, 反射		phrasal	
throw in	wec-phrasal	扔进, 接合, 啮合, 入伙, 参加合伙经营		phrasal	
throw in the towel	baiango-idiom	认输		idiom	
throw off	wec-phrasal+moby-pos	扔开, 摆脱, 匆匆脱下		phrasal	
throw on	wec-phrasal	匆匆穿上		phrasal	
throw out	wec-phrasal+moby-pos	伸出, 扔掉, 说出, 解雇, 拒绝, 显示, 散发出, 放出, 派出, 使延伸, 打扰, 使出局\n[法] 否决, 发表, 拒绝		phrasal	
throw over	wec-phrasal+moby-pos	抛弃, 使覆盖\n[法] 放弃, 遗弃, 拒绝		phrasal	
throw together	wec-phrasal+moby-pos	匆匆拼凑		phrasal	
throw up	wec-phrasal+moby-pos	呕吐, 猛地举起, 放弃, 产生, 使显眼		phrasal	
thrust aside	wec-phrasal	把…勐地推到一旁;断然拒绝…		phrasal	
thumb through	wec-phrasal	翻查		phrasal	
thump out	wec-phrasal	（机械地）弹奏		phrasal	
tick away	wec-phrasal	使（分秒）在滴答声中溜走		phrasal	
tick off	wec-phrasal+moby-pos	用记号勾出, 列举, 简略地描述		phrasal	
tick over	wec-phrasal	踌躇, 吞吞吐吐, 慢吞吞地工作		phrasal	
tide over	wec-phrasal+moby-pos	度过, 克服		phrasal	
tidy up	wec-phrasal	整理		phrasal	
tie down	wec-phrasal	束缚\n[法] 限制, 约束		phrasal	
tie in	wec-phrasal	结合成一体, 相配, 有联系		phrasal	
tie up	wec-phrasal	绑好, 缚牢, 包扎, 停泊, 阻碍, 合伙, 密切联系, 占用\n[法] 罢工, 停滞		phrasal	
tighten up	wec-phrasal	使紧密, 加强; 收紧		phrasal	
time flies	baiango-idiom	乌飞兔走；时光飞逝		idiom	
time out	wec-phrasal	n. [体]暂停比赛时间; [计]超时		phrasal	
tip off	wec-phrasal	向...泄露, 暗中通知某人		phrasal	
tip over	wec-phrasal	使翻倒		phrasal	
tip up	wec-phrasal	（使）倾斜; （使）围绕铰链; 枢轴向上翻起; <俚>付款		phrasal	
tire of	wec-phrasal	厌烦		phrasal	
tire out	wec-phrasal	使十分疲劳		phrasal	
tone down	wec-phrasal+moby-pos	降低, 柔和, 缓和\n[经] 降低, 使缓和		phrasal	
tone in with	wec-phrasal	与...协调		phrasal	
tone up	wec-phrasal+moby-pos	增强		phrasal	
tool up	wec-phrasal	给…装备机床		phrasal	
top hat	baiango-idiom+moby-pos	高顶黑色大礼帽		idiom	
top of the line	baiango-idiom	n. 极品		idiom	
top off	wec-phrasal+moby-pos	达到顶点, 结束, 完成		phrasal	
top out	wec-phrasal+moby-pos	举行建筑物落成典礼; 达到最高点		phrasal	
top up	wec-phrasal+moby-pos	加满		phrasal	
toss about	wec-phrasal	辗转反侧,翻来覆去		phrasal	
toss back	wec-phrasal	扔回来\n抛回来		phrasal	
toss for	wec-phrasal	掷钱币以确定…		phrasal	
toss off	wec-phrasal+moby-pos	一饮而尽, 轻而易举地处理		phrasal	
toss out	wec-phrasal	丢弃, 扔掉		phrasal	
toss up	wec-phrasal	匆匆准备, 掷钱币		phrasal	
tot up	wec-phrasal	合计		phrasal	
touch down	wec-phrasal	攻方持球触地得分, (飞机着陆过程中)触地		phrasal	
touch off	wec-phrasal+moby-pos	触发, 使炸裂, 激起, 勾划出		phrasal	
touch on	wec-phrasal	与...有关, 涉及..., 提到..., 提及, 谈及		phrasal	
touch up	wec-phrasal	润色, 唤起		phrasal	
touch upon	wec-phrasal	与...有关, 涉及..., 提到..., 提及, 谈及		phrasal	
toy with	wec-phrasal	玩弄, 不很认真地考虑		phrasal	
track down	wec-phrasal+moby-pos	追捕到\n[法] 追踪至捕获, 探索至发现		phrasal	
trade down	wec-phrasal	[法] 以高价物品交换廉价物品		phrasal	
trade in	wec-phrasal	[法] 折价换取, 经营, 做买卖		phrasal	
trade off	wec-phrasal	交替换位, 交替使用, 卖掉\n[法] 卖掉		phrasal	
trade on	wec-phrasal+moby-pos	利用		phrasal	
trade up	wec-phrasal	买进更高价的东西		phrasal	
trade upon	wec-phrasal	(为自私的目的)利用		phrasal	
trail away	wec-phrasal+moby-pos	散去; （声音）逐渐变弱		phrasal	
trail off	wec-phrasal	减弱, 缩小		phrasal	
train up	wec-phrasal	培养,训练		phrasal	
treat with	wec-phrasal	和…谈判		phrasal	
trespass on	wec-phrasal	侵犯, 非法侵入, 打扰, 妨碍		phrasal	
trick out	wec-phrasal+moby-pos	装饰, 打扮		phrasal	
trickle down	wec-phrasal	向下滴流		phrasal	
trifle with	wec-phrasal	玩弄		phrasal	
trigger off	wec-phrasal	引起, 激起		phrasal	
trim down	wec-phrasal	使细[瘦]些; 削减…		phrasal	
trip out	wec-phrasal	[化] 停机		phrasal	
trip over	wec-phrasal	在…跌		phrasal	
trip up	wec-phrasal	绊倒, 使失败		phrasal	
trot out	wec-phrasal+moby-pos	炫耀地出示, 骑马快步跑给人看, 提出...供赞同		phrasal	
trump up	wec-phrasal+moby-pos	捏造, 伪造\n[法] 捏造, 鼓起		phrasal	
trust in	wec-phrasal	托付, 信任, 相信		phrasal	
trust to	wec-phrasal	信赖,依靠…		phrasal	
try back	wec-phrasal	重新回到		phrasal	
try for	wec-phrasal	争取, 谋求		phrasal	
try it on	wec-phrasal	大胆无礼,唐突鲁莽		phrasal	
try on	wec-phrasal	试穿, 试验		phrasal	
try out	wec-phrasal	试验, 提炼		phrasal	
try out for	wec-phrasal	[法] 竞争		phrasal	
tuck away	wec-phrasal+moby-pos	畅饮, 大嚼		phrasal	
tuck in	wec-phrasal	大吃, 狼吞虎咽		phrasal	
tuck up	wec-phrasal	折起		phrasal	
tumble down	wec-phrasal	翻倒,跌倒,跌下		phrasal	
tumble to	wec-phrasal+moby-pos	恍然大悟		phrasal	
tune in	wec-phrasal+moby-pos	收听		phrasal	
tune out	wec-phrasal	关掉		phrasal	
tune up	wec-phrasal	调音, 定弦, 调整, 调节		phrasal	
turf out	wec-phrasal+moby-pos	把…赶出; 丟弃; <俚>抛出（东西）; 赶走（某人）		phrasal	
turn a blind eye	baiango-idiom	熟视无睹：拒绝正视, 装作没看见		idiom	
turn against	wec-phrasal+moby-pos	（使）转为反对， （使）变成和…敌对		phrasal	
turn around	wec-phrasal	（使）转身; （使）好转; 改变意见; 使变得完全不同		phrasal	
turn away	wec-phrasal+moby-pos	不准...入内, 走开, 转过脸, 解雇, 避开		phrasal	
turn away from	wec-phrasal	厌恶		phrasal	
turn back	wec-phrasal	往回走, 翻回到, 重新翻到, 折转		phrasal	
turn down	wec-phrasal	拒绝\n[法] 拒绝, 摒斥		phrasal	
turn in	wec-phrasal+moby-pos	拐入, 上床睡觉, 上缴, (使)向里歪, 告发, 出卖, 作出\n[法] 归还, 移交, 交出		phrasal	
turn into	wec-phrasal	进入, (使)变成		phrasal	
turn off	wec-phrasal	关掉, 卖掉, 使转变方向, 解雇, 生产, 制造, 车削成, 使厌烦, 拐弯, 变成		phrasal	
turn on	wec-phrasal+moby-pos	开, 开始, 变得兴奋, 突然显出		phrasal	
turn out	wec-phrasal	打扫, 驱逐, 使外歪, 生产, 制造, 培养出, 翻出, 关掉, 装饰, 出动, 起床, 结果是\n[法] 逐出, 驱逐, 结果		phrasal	
turn over	wec-phrasal	打翻, 营业额达到, 周转, 移交给, 翻阅, 反复考虑, 翻身\n[法] 移交, 交付, 让渡		phrasal	
turn over a new leaf	baiango-idiom	翻开新的一页, 重新开始\n[法] 改过自新		idiom	
turn round	wec-phrasal	转身, 转变, 改变意见, 采取新政策\n[经] 船双进港卸货, 装货和离境的全部过程		phrasal	
turn to	wec-phrasal+moby-pos	转向, 变成, 求助于, 起劲地开始行动		phrasal	
turn up	wec-phrasal	开大, 找到, 发现, 出现, 突然发生, 翻掘出, 翘起, 折起, 卷起, 拐入, 使仰卧		phrasal	
type in	wec-phrasal	在已打好的材料上加入; 输入（在网上）		phrasal	
type out	wec-phrasal	[计] 打印输出		phrasal	
under the weather	baiango-idiom	身体不舒服, 心情不好		idiom	
up for grabs	baiango-idiom	供竞争,供竞买;容易到手		idiom	
up in the air	baiango-idiom	悬而未决		idiom	
urge on	wec-phrasal	催促…向前, 驱赶…向前		phrasal	
use up	wec-phrasal	用完, 耗尽\n[法] 用尽		phrasal	
usher in	wec-phrasal	迎接..., 开创...		phrasal	
vacuum up	wec-phrasal	[化] 真空度升高		phrasal	
vamp up	wec-phrasal	拼凑, 捏造		phrasal	
veg out	wec-phrasal	vt. 无所事事, 吃素		phrasal	
verge on	wec-phrasal	接近,濒于,差点,行将…		phrasal	
visit with	wec-phrasal	访问,看望;与…交谈		phrasal	
vote down	wec-phrasal+moby-pos	否决		phrasal	
vote in	wec-phrasal	选出, 选举\n[法] 选举, 选出		phrasal	
vote out	wec-phrasal	在选举中击败\n[法] 选举中击败		phrasal	
vote through	wec-phrasal	投票通过\n[法] 投票通过		phrasal	
vouch for	wec-phrasal	担保, 保证		phrasal	
wade in	wec-phrasal	介入, 猛烈攻击, 插手		phrasal	
wade into	wec-phrasal	猛烈攻击		phrasal	
wade through	wec-phrasal	跋涉通过,趟水穿过,吃力地通过,费力地读完		phrasal	
wait about	wec-phrasal	等在附近		phrasal	
wait around	wec-phrasal	在附近等候		phrasal	
wait behind	wec-phrasal	在其他人走后留下来		phrasal	
wait in	wec-phrasal	在家里等		phrasal	
wait on	wec-phrasal+moby-pos	服侍, 招待, 拜访, 焦急地等待		phrasal	
wait out	wec-phrasal	等到...结束		phrasal	
wait up	wec-phrasal+moby-pos	(为...而)等候着不睡		phrasal	
wait upon	wec-phrasal	侍候; 伏侍		phrasal	
wake up	wec-phrasal	醒来		phrasal	
walk around	wec-phrasal	绕…而走		phrasal	
walk away	wec-phrasal+moby-pos	走开		phrasal	
walk away from	wec-phrasal	从...旁边走开, 轻易地胜过		phrasal	
walk away with	wec-phrasal	轻易取得		phrasal	
walk into	wec-phrasal+moby-pos	痛斥, 不慎陷入		phrasal	
walk off	wec-phrasal+moby-pos	不通知就离开, 用散步消除		phrasal	
walk off with	wec-phrasal	轻易赢得, 偷走		phrasal	
walk on	wec-phrasal	<非正>小心翼翼; （演员）上台; 轻率地对待; 继续走		phrasal	
walk out	wec-phrasal	罢工, 领出(某人), 退席\n[法] 罢工, 退席抗议, 离开		phrasal	
walk out on	wec-phrasal	[法] 遗弃		phrasal	
walk over	wec-phrasal	穿过; 走到另一地方; 把…带到另一地方; 无视…的愿望[感情]		phrasal	
walk through	wec-phrasal	轻松地初排(戏), 草率地处理		phrasal	
walk up	wec-phrasal	沿...走, 走上		phrasal	
wall in	wec-phrasal	筑墙围住		phrasal	
wall off	wec-phrasal	杜绝,隔开		phrasal	
wall up	wec-phrasal	堵塞		phrasal	
waltz through	wec-phrasal	顺利地通过		phrasal	
want for	wec-phrasal	缺少,短缺,需要,想要,盼望…		phrasal	
want in	wec-phrasal	想要进来		phrasal	
want out	wec-phrasal	想要出去		phrasal	
ward off	wec-phrasal+moby-pos	避开, 挡住		phrasal	
warm to	wec-phrasal	同情, 爱好		phrasal	
warm up	wec-phrasal	热身, 重新煮热, 变暖\n[机] 温车		phrasal	
warn off	wec-phrasal	让不去,让别做		phrasal	
wash away	wec-phrasal	冲走, 清洗; 消除; 涤荡; 涤除		phrasal	
wash down	wec-phrasal+moby-pos	冲洗, (用水)吞下		phrasal	
wash off	wec-phrasal	洗刷掉		phrasal	
wash out	wec-phrasal	洗净, 被洗去, 洗得退色		phrasal	
wash over	wec-phrasal	涂色, 冲过		phrasal	
wash up	wec-phrasal+moby-pos	洗手洗脸, 洗餐具		phrasal	
waste away	wec-phrasal	变得衰弱[消瘦]; 铄		phrasal	
watch for	wec-phrasal	守候, 注意, 监视		phrasal	
watch out	wec-phrasal	密切注意, 当心, 戒备, 提防		phrasal	
watch out for	wec-phrasal	戒备, 提防, 密切注意		phrasal	
watch over	wec-phrasal	监督, 保护, 照管\n[法] 监视, 保护, 预防		phrasal	
water down	wec-phrasal+moby-pos	掺水于; 用水把…冲淡; 削弱; 使缓和		phrasal	
water under the bridge	baiango-idiom	无法改变的事		idiom	
wave aside	wec-phrasal	置之不理		phrasal	
wave off	wec-phrasal	挥手为（某人）送行; 挥手驱去		phrasal	
wear away	wec-phrasal	磨损, 流逝, 消磨, 虚度		phrasal	
wear down	wec-phrasal+moby-pos	磨损, 损耗, 使疲劳, 使厌烦, 克服		phrasal	
wear off	wec-phrasal+moby-pos	逐渐减弱, 消失, 磨损, 耗损		phrasal	
wear on	wec-phrasal	缓缓消逝, 时间消逝, 消磨, 使恼火, 骚扰		phrasal	
wear out	wec-phrasal+moby-pos	穿破, 用坏, 疲劳, 经受住, 消磨		phrasal	
weary of	wec-phrasal	厌烦		phrasal	
weasel out	wec-phrasal+moby-pos	退出, 逃避责任		phrasal	
weather the storm	baiango-idiom	战胜风暴,安然度过暴风雨		idiom	
weed out	wec-phrasal+moby-pos	清除		phrasal	
weigh down	wec-phrasal+moby-pos	使负重, 使下垂, 使下沉; 坠		phrasal	
weigh in	wec-phrasal	称重量, 参加\n[法] 参加, 介入		phrasal	
weigh on	wec-phrasal	重压于		phrasal	
weigh out	wec-phrasal	称出		phrasal	
weigh up	wec-phrasal	估量		phrasal	
weird out	wec-phrasal	使感到纳闷\n使人感到纳闷\n不自在		phrasal	
well up	wec-phrasal	涌出		phrasal	
whack off	wec-phrasal+moby-pos	用力敲掉		phrasal	
wheel around	wec-phrasal	[网络] 四周		phrasal	
when pigs fly	baiango-idiom	永无可能		idiom	
while away	wec-phrasal+moby-pos	消磨		phrasal	
whip off	wec-phrasal	用鞭驱散		phrasal	
whip out	wec-phrasal	冲出,突然拿出,厉声说出		phrasal	
whip through	wec-phrasal	迅速结束		phrasal	
whip up	wec-phrasal+moby-pos	激发, 激励; 匆匆做; 当场完成		phrasal	
whisk away	wec-phrasal	拂去, 扫去, 掸去; 快速移走		phrasal	
whisk off	wec-phrasal	拂拭		phrasal	
white out	wec-phrasal	[计] 不透明		phrasal	
whittle away	wec-phrasal	削减, 减少, 降低（…的大小、重要性或价值）		phrasal	
whittle down	wec-phrasal	削减		phrasal	
wig out	wec-phrasal	使激动		phrasal	
wimp out	wec-phrasal	受惊吓、失去勇气		phrasal	
win back	wec-phrasal	重新获得, 夺回		phrasal	
win out	wec-phrasal+moby-pos	获胜,完成,摆脱		phrasal	
win over	wec-phrasal	[法] 争取到, 胜诉		phrasal	
win through	wec-phrasal	历尽千辛万苦获得成功,终于获胜		phrasal	
wind down	wec-phrasal+moby-pos	(钟表)越走越慢, 放松, 松弛, 平静下来		phrasal	
wind up	wec-phrasal	卷起, 卷拢, 上紧...发条, 使紧张, 使振奋, 结束\n[经] 停止营业		phrasal	
wine and dine	baiango-idiom	吃喝		idiom	
wink at	wec-phrasal+moby-pos	使眼色, 假装看不见		phrasal	
winkle out	wec-phrasal	搞掉		phrasal	
winning streak	baiango-idiom	n. 连胜场数，连胜纪录; [体]一连串的胜利		idiom	
winnow out	wec-phrasal	淘汰\n排除		phrasal	
wipe down	wec-phrasal	从上到下擦干净		phrasal	
wipe off	wec-phrasal	擦去, 洗刷(耻辱等)\n[法] 审核, 核对		phrasal	
wipe out	wec-phrasal	擦洗...的内部, 勾销(债务), 消灭\n[法] 彻底消灭, 彻低毁灭, 谋杀		phrasal	
wipe up	wec-phrasal	擦干净, 打垮		phrasal	
wire up	wec-phrasal	给…接通电源		phrasal	
wise up	wec-phrasal+moby-pos	使知道, 使了解, 告诉		phrasal	
wish away	wec-phrasal	希望消失		phrasal	
wish for	wec-phrasal	盼望, 企求		phrasal	
witness to	wec-phrasal	证实,说明		phrasal	
work at	wec-phrasal	解(题)		phrasal	
work in	wec-phrasal	(使)渐渐进入, 插进		phrasal	
work off	wec-phrasal+moby-pos	消除, 完成, 印出\n[经] 清偿		phrasal	
work on	wec-phrasal+moby-pos	继续工作, 设法说服, 影响		phrasal	
work out	wec-phrasal	设计出, 作出, 计算出, 做工抵偿\n[化] 编制		phrasal	
work over	wec-phrasal+moby-pos	彻底检查, 研究, 重做, 殴打		phrasal	
work through	wec-phrasal	（使）逐渐通过[穿过]; 完成; 解决; 闯过		phrasal	
work towards	wec-phrasal	为…而努力		phrasal	
work up	wec-phrasal+moby-pos	逐步建立, 逐步引起, 整理, 逐步发展		phrasal	
work up to	wec-phrasal	逐步发展, 逐渐形成		phrasal	
worm out of	wec-phrasal	摆脱,逃出来		phrasal	
wrap around	wec-phrasal	使缠绕，包裹…; 披		phrasal	
wrap up	wec-phrasal+moby-pos	掩饰, 伪装, 围好围巾, 包起来		phrasal	
write away	wec-phrasal	写信（索要）; 连续写作		phrasal	
write back	wec-phrasal	[法] 注销, 红字冲账		phrasal	
write down	wec-phrasal	写下, 写文章贬低, 降低地位, 减低帐面价值\n[法] 记录, 记下, 以文字诋毁		phrasal	
write in	wec-phrasal	把...写入, 发信(索取)\n[经] 写入		phrasal	
write off	wec-phrasal	一口气写成, 写信索取, 注销, 勾销, 取消\n[化] 注销		phrasal	
write out	wec-phrasal+moby-pos	写出\n[法] 誊写, 全部写出		phrasal	
write up	wec-phrasal	详细记叙, 补写...到最近日期, 写文章赞扬\n[法] 记述, 详细记载, 补写		phrasal	
yell out	wec-phrasal	大声叫喊,大声嚷嚷,叫喊着说		phrasal	
yield to	wec-phrasal	让步于,屈服于,向…投降		phrasal	
yield up	wec-phrasal	放纵, 被迫放弃		phrasal	
zero in on	wec-phrasal	（使）瞄准…，（使）对准…，对…集中火力[注意力]		phrasal	
zip by	wec-phrasal	[体]擦肩而过		phrasal	
zip up	wec-phrasal	增添滋味, 增加兴趣或生命力		phrasal	
zone out	wec-phrasal	（美, 非正式）入睡, 走神, 失去意识		phrasal	
zonk out	wec-phrasal	沉睡； 压倒, 击倒		phrasal	
zoom in	wec-phrasal+moby-pos	[计] 缩小		phrasal	
zoom out	wec-phrasal	[计] 放大		phrasal	
a big fish in a small pond	baiango-idiom	小地方的大人物	Important person in a small, limited setting.	idiom	
a blessing and a curse	baiango-idiom	有利也有弊，喜忧参半	Something has both good and bad effects.	idiom	
a chip on your shoulder	baiango-idiom	心怀怨气；动辄发怒	A resentful attitude from feeling wronged.	idiom	
a day late and a dollar short	baiango-idiom	迟了一步，还差一点	Too late and too little to matter.	idiom	
a feather in your cap	baiango-idiom	值得骄傲的成就	An achievement worth being proud of.	idiom	
a fish out of water	baiango-idiom	如鱼离水，浑身不自在	Someone uncomfortable in unfamiliar surroundings.	idiom	
a force to be reckoned with	baiango-idiom	不可小觑的力量	Someone or something powerful and not ignored.	idiom	
a left-handed compliment	baiango-idiom	明褒暗贬的恭维	An insult disguised as praise.	idiom	
a lightbulb moment""	baiango-idiom	灵光一现；顿悟时刻	Sudden realization or clever idea.	idiom	
a penny for your thoughts	baiango-idiom	你在想什么？	Asking what someone is thinking.	idiom	
a penny saved is a penny earned	baiango-idiom	省一文等于赚一文	Saving money is as good as earning it.	idiom	
a picture is worth a thousand words	baiango-idiom	一图胜千言	Images convey meaning better than words.	idiom	
a picture paints a thousand words	baiango-idiom	一画胜千言	An image conveys more than words can.	idiom	
a rainbow in the sky	baiango-idiom	雨后彩虹，象征希望	A colorful arc after rain; symbol of hope.	collocation	
a red herring	baiango-idiom	转移注意力的假线索	A misleading clue or distraction.	idiom	
a rolling stone gathers no moss	baiango-idiom	常变动者难有积累	One who moves often avoids commitments and gains nothing.	idiom	
a snowball effect	baiango-idiom	滚雪球效应	Small action grows into larger consequences.	collocation	
a snowball's chance in hell	baiango-idiom	希望渺茫，几乎不可能	Almost no chance at all.	idiom	
a star is born	baiango-idiom	新星横空出世	A new talented performer becomes famous.	idiom	
a stitch in time saves nine	baiango-idiom	及时补救省大患	Fix small problems early to prevent bigger ones.	idiom	
a stone's throw	baiango-idiom	近在咫尺	A very short distance away.	idiom	
a stone's throw away	baiango-idiom	一步之遥	Very close by; a short distance.	idiom	
a storm is brewing	baiango-idiom	风波将起	Trouble or conflict is developing.	idiom	
a taste of your own medicine	baiango-idiom	自食其果	Experience the same bad treatment you gave.	idiom	
a tornado of emotions	baiango-idiom	情绪翻江倒海	Intense, chaotic mix of feelings.	collocation	
a tough row to hoe	baiango-idiom	棘手难题	A difficult task or situation.	idiom	
a whirlwind of emotions	baiango-idiom	情绪跌宕起伏	Rapid, intense mix of feelings.	collocation	
above and beyond	baiango-idiom	超出预期	More than what is required or expected.	idiom	
absence makes the heart grow fonder	baiango-idiom	距离产生美	Being apart makes you love someone more.	idiom	
ace up one's sleeve	baiango-idiom	锦囊妙计；暗中留的后手	a hidden advantage kept for later	idiom	
ace up your sleeve	baiango-idiom	留的后手	a hidden advantage	idiom	
across the globe	baiango-idiom	全世界；世界各地	all over the world	collocation	
add fuel to the fire	baiango-idiom	火上浇油	make a bad situation worse	idiom	
add on to	wec-phrasal	追加；外加	include additionally	phrasal	
against all odds	baiango-idiom	排除万难；尽管困难重重	despite great difficulty	idiom	
ahead of the pack	baiango-idiom	领先于同行	ahead of competitors	collocation	
aim for success	baiango-idiom	志在成功	aim to succeed	collocation	
all bark and no bite	baiango-idiom	雷声大雨点小；虚张声势	threatening but harmless	idiom	
all greek to me	baiango-idiom	对我如天书；完全听不懂	completely incomprehensible to me	idiom	
all hat and no cattle	baiango-idiom	说得多做得少；华而不实	all talk and no action	idiom	
all in a day's work	baiango-idiom	司空见惯；家常便饭	routine, nothing unusual	idiom	
all in the same boat	baiango-idiom	处境相同；同舟共济	in the same difficult situation	idiom	
all that glitters is not gold	baiango-idiom	发光的不一定是金子	not everything that looks valuable is	idiom	
all the world's a stage	baiango-idiom	世界是个大舞台	life is like a theatre	idiom	
an apple a day keeps the doctor away	baiango-idiom	一天一苹果，医生远离我	an apple daily keeps you healthy	idiom	
an axe to grind	baiango-idiom	别有用心；另有所图	a hidden selfish motive	idiom	
an old flame	baiango-idiom	旧情人	a former lover	idiom	
angle for	wec-phrasal	设法得到；拐弯抹角地谋取	try to get by indirect means	phrasal	
another string to your bow	baiango-idiom	另一手准备；又一技傍身	an additional skill or option	idiom	
apple of eye	baiango-idiom	掌上明珠	beloved person	idiom	
apple of my eye	baiango-idiom	心肝宝贝	most cherished person	idiom	
argue down	wec-phrasal	驳得…哑口无言	defeat by argument	phrasal	
arm yourself with knowledge	baiango-idiom	用知识武装自己	equip yourself with knowledge	idiom	
armor up	baiango-idiom	严阵以待；加强防备	prepare defensively	collocation	
as cold as ice	baiango-idiom	冷若冰霜	extremely cold or unfeeling	idiom	
as common as dirt	baiango-idiom	极其普通；粗俗	very common or low-class	idiom	
as fast as greased lightning	baiango-idiom	快如闪电	extremely fast	idiom	
as happy as a clam	baiango-idiom	心满意足；非常快活	very content and happy	idiom	
as happy as larry	baiango-idiom	乐不可支	extremely happy (AusE)	idiom	
as light as a feather	baiango-idiom	轻如鸿毛	very light	idiom	
as pale as a ghost	baiango-idiom	面色苍白如纸	very pale	idiom	
at daybreak	baiango-idiom	破晓时分	at dawn	collocation	
at the break of day	baiango-idiom	大清早；破晓	at dawn	idiom	
at the crack of dawn	baiango-idiom	天刚亮；一大早	very early in the morning	idiom	
at the end of the day	baiango-idiom	归根结底；说到底	when all is said and done	idiom	
